Id,OverallQual,GrLivArea,YearBuilt,YearRemodAdd,YrSold,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,Neighborhood,SalePrice
243,9,1844,1989,1994,2006,1709.0,928,916,2,0,2,5,2,457.0,14021,190,260,190,IDOTRR,278843
244,6,1213,1972,1972,2010,609.0,926,287,2,1,3,7,2,412.0,6953,270,170,60,SawyerW,198407
245,2,711,1973,1973,2009,688.0,365,346,2,0,4,8,2,486.0,3327,270,230,110,Crawfor,98557
246,9,1673,1935,1935,2010,925.0,1203,470,1,0,2,5,2,430.0,18423,50,80,30,Blmngtn,282842
247,6,1365,1939,1939,2006,1257.0,1039,326,2,1,3,7,2,383.0,17725,130,10,40,Mitchel,207027
248,10,2342,1918,1938,2008,1736.0,1239,1103,1,1,3,7,2,495.0,8702,340,150,150,BrDale,332430
249,10,1725,1907,1927,2008,1431.0,1088,637,1,0,3,5,2,446.0,5938,460,130,30,IDOTRR,302164
250,9,1527,1928,1928,2009,1153.0,1204,323,2,1,3,5,0,63.0,13639,0,160,70,Veenker,299298
251,6,1694,2004,2004,2010,1251.0,1270,424,1,1,3,6,2,500.0,12718,180,270,150,BrDale,217430
252,6,1358,1892,1917,2007,1245.0,878,480,1,1,3,6,2,419.0,14424,0,50,70,NAmes,179813
253,9,1716,1915,1920,2010,,1250,466,1,0,5,9,1,264.0,8216,120,20,160,Veenker,309393
254,6,1607,1980,2005,2006,1191.0,1205,402,2,1,4,6,1,285.0,17588,70,160,130,NWAmes,227274
255,5,1128,1905,1930,2007,626.0,681,447,2,0,3,6,0,,8318,170,120,110,IDOTRR,129962
256,7,1915,1965,1965,2008,,1470,445,1,0,4,7,3,693.0,5786,340,50,20,MeadowV,260500
257,10,2135,1883,1908,2009,1923.0,1368,767,2,0,5,8,2,407.0,6239,220,270,190,Timber,375129
258,8,1602,1961,1981,2009,1225.0,1054,548,1,1,2,5,2,447.0,3589,490,70,10,SWISU,258838
259,7,1981,2006,2021,2008,1467.0,1584,397,2,0,1,4,2,417.0,7105,250,240,120,Veenker,305909
260,4,978,1967,1967,2006,821.0,736,242,2,0,2,4,2,470.0,8322,400,280,100,Crawfor,153860
261,7,1698,2006,2011,2008,1578.0,1033,665,2,1,3,6,2,421.0,4821,370,50,110,NoRidge,319021
262,10,2059,1999,1999,2006,1676.0,1035,1024,2,1,4,8,2,431.0,13273,190,270,170,OldTown,362838
263,5,1510,1901,1926,2007,1330.0,1038,472,3,1,3,6,2,423.0,2716,10,150,80,Edwards,197928
264,7,1862,2009,2024,2008,1643.0,1324,538,3,0,3,6,3,613.0,6385,250,50,60,NridgHt,347558
265,9,1856,1910,1910,2006,1258.0,1290,566,2,0,3,6,2,426.0,13670,350,160,50,IDOTRR,288363
266,8,1549,1998,1998,2007,986.0,1224,325,2,1,2,5,1,248.0,10433,240,200,130,Mitchel,252275
267,8,1791,1890,1890,2008,1612.0,1359,432,2,0,3,6,2,,11406,290,20,170,Crawfor,287983
268,8,1564,1925,1925,2009,1076.0,992,572,2,1,1,5,2,443.0,13736,170,220,130,Veenker,271905
269,6,1802,1975,1995,2008,1714.0,934,868,1,0,2,4,3,630.0,4297,60,110,40,Crawfor,272276
270,6,1427,1889,1894,2010,763.0,917,510,1,1,4,8,2,439.0,2318,260,240,190,CollgCr,189101
271,8,1626,2007,2007,2008,860.0,1149,477,2,0,4,6,2,402.0,9934,100,280,120,Mitchel,277306
272,8,1736,1978,1998,2010,1672.0,1184,552,2,0,4,8,2,429.0,9426,360,260,0,OldTown,276792
273,9,1580,1991,2001,2007,1302.0,1045,535,3,1,4,8,2,443.0,14217,70,50,110,Mitchel,312935
274,9,1655,1939,1959,2008,1141.0,1060,595,1,0,4,7,2,458.0,13569,100,200,180,StoneBr,322220
275,7,1790,1966,1966,2007,1570.0,1052,738,1,0,3,5,3,655.0,1512,230,60,90,CollgCr,276083
276,7,1418,1944,1964,2007,1185.0,826,592,2,1,3,6,2,413.0,7394,290,100,40,MeadowV,219165
277,8,1490,1936,1941,2006,1140.0,968,522,2,0,3,6,2,462.0,8892,290,80,190,NWAmes,246353
278,7,1657,1985,2000,2007,910.0,908,749,1,0,3,7,3,653.0,17602,140,150,50,Blmngtn,263570
279,8,1937,1888,1913,2007,1755.0,1166,771,3,0,3,6,0,93.0,2189,340,40,110,NAmes,265879
280,8,1843,1901,1921,2008,1719.0,1100,743,2,0,4,7,1,205.0,13432,380,140,20,Mitchel,277952
281,9,2049,1968,1968,2008,1200.0,1385,664,2,0,3,7,2,,13266,230,200,130,CollgCr,367770
282,6,1248,1897,1897,2009,1154.0,648,600,2,1,3,7,1,280.0,14792,70,250,30,Timber,191214
283,6,1115,1994,1994,2006,1046.0,835,280,2,1,3,6,3,641.0,16363,420,30,160,MeadowV,176877
284,4,1400,1985,1985,2007,1084.0,936,464,2,0,3,7,2,422.0,18886,410,40,160,StoneBr,240511
285,7,1485,1894,1894,2006,1229.0,1041,444,2,0,5,8,2,425.0,8908,190,60,130,StoneBr,260766
286,3,899,1942,1952,2010,621.0,639,260,1,1,3,6,1,273.0,12194,400,20,140,IDOTRR,86348
287,7,1815,1892,1917,2007,1163.0,1066,749,2,1,3,6,2,403.0,9642,460,30,60,BrkSide,242215
288,7,1661,1960,1960,2006,1430.0,1064,597,1,0,2,6,2,440.0,3265,250,240,30,Timber,247223
289,6,1491,1911,1921,2009,1388.0,1173,318,1,1,4,7,2,423.0,16737,230,140,160,NridgHt,245613
290,7,1983,1919,1934,2009,1640.0,1447,536,3,1,3,6,2,425.0,7278,210,270,50,NoRidge,329498
291,3,821,1961,1961,2007,620.0,649,172,2,0,3,6,2,463.0,3791,40,10,100,NridgHt,141229
292,3,1135,1956,1966,2010,657.0,821,314,2,0,4,7,2,438.0,6366,140,230,110,MeadowV,131077
293,8,1711,1955,1980,2009,901.0,945,766,2,0,3,6,2,456.0,9929,350,240,140,Somerst,292176
294,6,1453,1917,1942,2009,1050.0,754,699,3,1,2,6,2,412.0,12084,360,40,110,BrkSide,204129
295,4,1405,1950,1965,2010,737.0,945,460,2,1,2,5,2,474.0,13247,280,60,100,Edwards,174979
296,7,1651,1927,1952,2006,1295.0,1002,649,2,1,4,6,1,256.0,19468,140,210,160,NWAmes,251358
297,8,1807,1897,1897,2009,,1052,755,2,0,3,7,2,487.0,2807,260,160,70,NWAmes,273381
298,5,1464,1918,1918,2008,1286.0,1086,378,1,1,3,7,0,37.0,3585,480,70,110,ClearCr,158753
299,7,1477,1968,1993,2009,964.0,901,576,2,1,2,5,2,463.0,17915,70,80,80,Sawyer,217565
300,4,932,1941,1951,2006,742.0,554,378,2,1,2,5,2,473.0,1791,280,90,100,Timber,138573
301,3,741,1988,1988,2006,569.0,559,182,2,0,3,7,1,262.0,5186,180,100,20,NWAmes,114985
302,7,1156,1960,1960,2007,580.0,871,285,2,1,1,5,3,700.0,14079,300,0,60,Somerst,218150
303,7,1961,1956,1981,2008,1051.0,1190,771,3,0,1,4,2,400.0,3142,80,140,20,Edwards,250214
304,7,1329,1969,1969,2006,857.0,996,333,2,1,3,5,3,655.0,10269,90,70,150,Blmngtn,243941
305,8,1655,1893,1898,2010,1557.0,1249,406,2,1,3,6,1,237.0,5409,360,180,90,SWISU,271092
306,10,1944,1974,1989,2008,1114.0,1219,725,2,0,3,6,3,635.0,19107,90,110,60,NWAmes,377706
307,7,1611,1933,1958,2008,1378.0,837,774,1,1,3,5,1,294.0,13768,320,50,190,BrDale,197380
308,6,1563,1918,1918,2010,,782,781,1,0,3,6,2,431.0,12344,240,90,140,OldTown,205338
309,8,1872,1951,1956,2009,1675.0,1229,643,2,1,3,6,3,675.0,10138,30,230,90,Veenker,314583
310,6,1283,1904,1904,2010,797.0,773,510,1,0,5,9,1,218.0,5873,40,40,110,NWAmes,193650
311,7,1516,1956,1956,2010,1446.0,1211,305,2,1,2,5,0,80.0,12733,220,230,170,NWAmes,234266
312,4,1156,1999,2009,2009,631.0,845,311,2,1,3,6,2,449.0,19306,380,60,80,BrDale,132657
313,2,750,1932,1932,2009,550.0,546,204,1,0,3,7,2,441.0,9058,40,60,80,Blueste,69949
314,10,2321,1975,2000,2009,2190.0,1825,496,1,0,2,5,2,403.0,14771,70,220,30,Edwards,388688
315,9,1948,1951,1966,2009,,1492,456,2,0,4,7,0,41.0,8245,160,240,40,BrDale,301887
316,8,1846,1941,1966,2009,1304.0,1099,747,2,0,3,7,2,429.0,8234,0,210,60,Gilbert,276383
317,6,1532,1885,1885,2010,990.0,842,690,2,1,3,6,1,302.0,15360,490,210,60,Gilbert,222122
318,5,1484,1911,1911,2007,,1074,410,2,1,3,7,3,651.0,9750,110,260,100,NPkVill,202070
319,5,1286,1978,1988,2007,970.0,788,498,2,1,3,5,2,432.0,10150,340,80,90,Sawyer,193645
320,6,1140,1955,1965,2006,751.0,731,409,2,1,3,5,2,430.0,17987,130,140,100,BrDale,180548
321,7,1629,1938,1938,2007,1603.0,1122,507,2,0,3,7,1,209.0,18625,470,50,170,NAmes,242887
322,8,1569,1910,1930,2007,1516.0,1211,358,3,1,4,7,3,695.0,11264,170,150,110,NWAmes,289722
323,8,1594,1972,1982,2010,1490.0,997,597,1,1,4,8,2,,12393,90,60,150,StoneBr,298810
324,6,1517,1948,1973,2009,1078.0,1114,403,2,0,2,5,3,647.0,14342,140,140,30,NPkVill,218107
325,10,2247,1931,1931,2009,1900.0,1304,943,2,0,3,5,2,515.0,6223,410,220,160,Crawfor,409028
326,8,1704,1968,1978,2010,1621.0,1208,496,1,0,4,8,2,,13104,320,10,160,NridgHt,317470
327,7,1611,2006,2006,2007,1490.0,806,805,1,1,2,5,2,482.0,6703,180,280,40,Mitchel,257337
328,7,1890,1910,1910,2010,1336.0,1439,451,2,1,3,6,0,66.0,4476,330,270,120,Somerst,251526
329,6,1448,1963,1963,2006,805.0,737,711,1,1,4,6,2,432.0,8926,440,70,20,BrDale,171472
330,5,1770,2006,2031,2009,951.0,1263,507,1,0,3,6,1,255.0,10119,240,110,160,MeadowV,185458
331,6,1513,1892,1897,2008,1193.0,777,736,3,1,2,6,2,461.0,16202,150,100,100,NAmes,229065
332,8,1347,1924,1934,2006,1106.0,781,566,2,0,3,7,2,410.0,7986,70,50,0,Veenker,268645
333,2,950,2006,2016,2006,878.0,616,334,2,1,3,6,2,458.0,7990,340,190,170,Blueste,132662
334,4,1176,1993,1993,2010,759.0,736,440,2,0,5,8,2,484.0,15614,200,260,160,SWISU,133178
335,3,1207,1899,1899,2007,704.0,672,535,3,0,2,5,2,429.0,19828,180,120,80,Sawyer,133955
336,3,1084,1960,1960,2009,747.0,650,434,2,1,5,8,0,43.0,7473,450,220,190,Blueste,111770
337,9,1822,2008,2023,2008,1233.0,1308,514,1,1,3,7,2,416.0,14947,100,150,60,Sawyer,312827
338,8,1455,1896,1896,2006,823.0,1019,436,2,0,3,6,3,635.0,17358,430,70,40,Timber,287738
339,7,1508,1937,1947,2008,1260.0,786,722,2,0,3,6,2,437.0,14671,100,160,150,MeadowV,184453
340,4,929,1951,1971,2007,700.0,672,257,2,0,3,7,1,297.0,17817,100,250,60,SawyerW,135913
341,7,1433,1988,1993,2007,1233.0,739,694,2,0,3,5,2,440.0,7021,210,280,120,Blueste,258457
342,7,1667,1902,1902,2008,1127.0,1105,562,2,0,3,5,2,434.0,14391,200,120,120,IDOTRR,215082
343,5,1583,1951,1951,2009,1049.0,915,668,3,1,4,7,2,447.0,18295,260,30,140,BrkSide,199318
344,7,1628,1887,1892,2007,1198.0,1101,527,2,1,5,9,2,,12187,170,190,160,Crawfor,249818
345,6,1160,1938,1963,2008,1088.0,670,490,3,0,3,6,1,179.0,1746,410,90,160,IDOTRR,143689
346,7,1638,1990,2015,2006,851.0,1303,335,3,1,2,5,2,408.0,12509,470,240,180,IDOTRR,242554
347,7,1789,1892,1912,2008,,1060,729,2,0,4,8,2,459.0,3671,390,280,90,Blmngtn,254171
348,3,828,1895,1895,2008,566.0,474,354,2,0,3,7,1,249.0,13023,370,210,10,OldTown,105033
349,6,1373,1998,2003,2010,1273.0,801,572,2,0,2,6,1,276.0,17028,290,190,130,NWAmes,211411
350,7,1552,1881,1881,2007,1398.0,1193,359,1,1,4,6,2,404.0,16776,440,150,20,Sawyer,206895
351,7,1393,1909,1919,2009,939.0,962,431,1,0,2,5,2,443.0,8957,460,280,60,SawyerW,221879
352,9,1979,1982,2002,2009,1676.0,1423,556,2,0,3,6,2,402.0,3560,440,160,100,Mitchel,344796
353,8,1675,1892,1892,2010,971.0,1298,377,2,0,3,5,3,658.0,4834,320,70,160,SWISU,267571
354,5,1333,1975,1995,2009,1263.0,1031,302,1,0,3,5,1,208.0,14587,200,100,140,Mitchel,202525
355,4,922,1973,1978,2008,647.0,665,257,1,0,3,6,3,642.0,2444,10,240,180,Mitchel,125677
356,7,1462,1961,1971,2010,,817,645,3,1,3,6,2,456.0,6861,120,40,100,Timber,276568
357,2,944,1892,1912,2006,805.0,710,234,2,1,5,8,2,438.0,16138,10,200,140,Mitchel,128349
358,7,1475,1973,1973,2007,1342.0,827,648,3,1,3,7,3,582.0,6784,420,250,140,IDOTRR,229317
359,10,2345,1991,1991,2007,1449.0,1695,650,2,0,3,5,2,,10744,440,150,50,Sawyer,378320
360,7,1470,1934,1939,2007,1221.0,1037,433,2,0,3,6,2,435.0,12416,300,230,140,MeadowV,209486
361,6,1444,1960,1960,2008,1005.0,1050,394,1,0,4,6,3,601.0,11009,90,70,80,SawyerW,211623
362,7,1736,1995,1995,2006,1188.0,1145,591,2,0,5,8,2,472.0,14264,220,200,40,Crawfor,292448
363,7,1266,1987,1987,2010,1069.0,875,391,2,1,4,7,2,473.0,16391,210,150,180,NoRidge,254192
364,7,1197,1932,1932,2010,,940,257,1,0,3,6,3,640.0,15503,460,30,40,NridgHt,249195
365,10,1694,2007,2022,2007,1140.0,898,796,2,0,5,9,2,,11366,280,50,120,BrDale,309134
366,6,1652,1936,1941,2006,1516.0,979,673,2,1,2,6,2,427.0,1833,320,250,170,Blueste,226781
367,10,1889,1931,1931,2006,1040.0,1290,599,2,0,3,6,2,455.0,10956,300,200,190,NWAmes,365620
368,9,2361,1990,1990,2006,1978.0,1863,498,2,1,3,7,2,465.0,12869,130,70,160,Gilbert,408616
369,5,1137,1880,1905,2009,709.0,601,536,2,0,3,6,1,295.0,14718,90,80,140,NridgHt,193382
370,3,986,1923,1933,2009,500.0,499,487,2,1,4,8,2,391.0,6156,170,120,130,Veenker,145737
371,4,1408,1954,1954,2007,821.0,727,681,3,0,3,6,0,118.0,13910,100,160,150,NAmes,172117
372,2,1201,1977,1977,2006,964.0,619,582,2,1,2,5,2,485.0,4165,380,80,30,BrDale,121911
373,4,1512,1888,1888,2006,1292.0,1167,345,3,0,3,7,3,663.0,8631,460,120,160,NoRidge,257198
374,8,1941,1911,1911,2010,990.0,1390,551,2,1,3,5,2,426.0,6435,20,80,190,Blueste,290114
375,4,1304,1894,1894,2010,675.0,916,388,2,0,3,6,1,223.0,1915,10,50,130,NridgHt,193432
376,6,1518,1951,1951,2007,1444.0,996,522,2,1,3,7,1,258.0,2207,70,260,170,Crawfor,222517
377,9,2005,1891,1896,2006,1075.0,1472,533,1,0,2,6,2,464.0,4184,300,90,50,ClearCr,306576
378,2,689,1944,1944,2007,652.0,376,313,2,0,3,5,3,660.0,8994,70,40,70,Somerst,114625
379,8,1536,1986,1991,2010,943.0,948,588,2,1,4,7,2,454.0,7680,420,60,80,BrkSide,248519
380,6,1399,1921,1921,2010,1217.0,905,494,1,1,4,8,1,262.0,15511,470,100,0,Somerst,215134
381,4,1065,1994,2019,2009,697.0,567,498,1,0,5,9,2,,4059,10,230,120,Crawfor,155888
382,8,1609,1982,2002,2007,1495.0,1006,603,2,1,4,7,2,442.0,9637,210,80,20,OldTown,256175
383,7,1689,1974,1974,2007,,1004,685,1,0,2,6,2,408.0,5471,40,240,50,Blueste,231980
384,9,2041,1896,1896,2006,1430.0,1042,999,1,1,4,8,2,,4457,60,90,160,NWAmes,328269
385,8,1717,1964,1964,2006,924.0,928,789,2,1,3,5,2,489.0,19613,190,100,70,NridgHt,307563
386,8,1995,1935,1955,2009,1728.0,1454,541,1,0,4,8,2,422.0,11593,270,20,50,Veenker,316176
387,6,1171,1965,1965,2008,946.0,591,580,3,1,3,6,2,428.0,14451,120,280,150,CollgCr,208724
388,5,1211,1981,1981,2008,607.0,944,267,2,1,4,7,2,424.0,1526,10,70,0,CollgCr,174258
389,8,1556,1933,1958,2008,785.0,818,738,2,0,3,6,3,628.0,4083,310,160,90,Veenker,283902
390,8,1326,1994,1999,2007,1199.0,980,346,3,1,2,5,2,466.0,4555,250,60,170,Crawfor,267974
391,10,1983,1967,1972,2007,1248.0,1526,457,2,0,3,7,2,473.0,8301,20,110,130,Sawyer,340946
392,6,1375,1928,1938,2010,1124.0,1075,300,2,1,2,5,3,694.0,3158,400,150,40,CollgCr,249102
393,6,1702,1994,2009,2007,1237.0,1293,409,2,1,5,9,2,419.0,5451,410,140,160,NWAmes,216128
394,8,1826,1942,1962,2007,1701.0,1070,756,2,0,3,7,1,270.0,8799,120,200,130,IDOTRR,259739
395,6,1195,1983,1998,2007,1145.0,716,479,2,1,3,7,2,475.0,11433,200,280,170,StoneBr,228779
396,10,2370,1962,1977,2009,2366.0,1488,882,2,1,4,7,3,699.0,13779,440,120,30,Timber,413219
397,9,2094,1982,1987,2007,1207.0,1134,960,2,1,3,5,2,422.0,5637,360,170,190,NoRidge,408254
398,6,1516,1896,1921,2006,1412.0,768,748,2,0,3,6,1,189.0,12923,220,170,10,Blmngtn,240488
399,8,1654,1885,1910,2006,1046.0,1258,396,3,0,3,7,2,441.0,3214,60,230,60,Edwards,244826
400,8,1508,1907,1917,2010,1199.0,1004,504,2,1,3,5,2,534.0,12888,160,40,60,Edwards,255244
401,4,1025,1917,1932,2009,771.0,699,326,2,0,4,8,2,417.0,4847,270,130,60,BrkSide,126178
402,9,2067,1998,2013,2006,1052.0,1608,459,2,0,4,8,1,264.0,3486,460,270,120,BrDale,330173
403,7,1926,1916,1916,2009,1861.0,1347,579,1,1,5,9,2,383.0,5044,290,100,180,Blueste,259913
404,8,2008,1994,1994,2009,1082.0,1420,588,2,0,2,5,0,104.0,18585,40,20,50,SWISU,293459
405,6,1302,1947,1947,2010,1099.0,958,344,2,1,3,6,2,393.0,11146,230,160,190,Somerst,227370
406,9,1626,1922,1922,2009,1451.0,869,757,2,1,2,6,3,578.0,5286,60,260,160,CollgCr,332195
407,6,1428,1937,1952,2007,1281.0,868,560,1,1,4,7,1,252.0,15915,330,220,170,Timber,213679
408,2,446,1892,1917,2009,253.0,352,94,2,0,2,6,2,453.0,15784,490,260,0,BrkSide,50000
409,9,1914,1931,1956,2010,1385.0,1486,428,2,0,2,5,2,492.0,8159,410,110,120,Blueste,300359
410,4,1070,1937,1937,2010,978.0,818,252,2,0,3,7,2,475.0,4544,320,20,180,ClearCr,128369
411,6,1306,1911,1936,2010,850.0,830,476,2,1,3,7,2,389.0,5383,260,220,150,IDOTRR,178127
412,10,1681,1984,1994,2006,1233.0,1272,409,3,0,4,6,2,445.0,16851,130,270,90,Timber,361285
413,10,2102,1962,1982,2007,1337.0,1081,1021,2,1,3,5,3,629.0,19704,180,10,120,NPkVill,378371
414,7,1443,1978,1983,2006,1055.0,785,658,2,1,3,7,2,409.0,17262,470,30,90,OldTown,222138
415,7,1316,1983,1998,2008,1242.0,821,495,2,1,3,6,2,463.0,4871,370,170,130,Blmngtn,222899
416,7,975,1907,1932,2007,709.0,628,347,2,0,4,7,2,481.0,10027,110,190,80,Timber,195431
417,6,1394,2008,2013,2009,1084.0,807,587,2,0,3,6,3,625.0,11616,20,200,100,Blueste,223263
418,6,1754,1927,1952,2010,1231.0,1064,690,2,1,3,5,2,440.0,4288,60,130,20,MeadowV,199921
419,8,2032,1919,1939,2008,1483.0,1115,917,1,0,3,5,1,242.0,5625,340,70,70,Mitchel,287079
420,8,1608,1976,1976,2007,816.0,1039,569,2,0,2,6,2,430.0,5106,240,10,110,IDOTRR,239979
421,8,1579,1993,2008,2006,1013.0,1165,414,2,0,4,7,2,437.0,19424,480,250,20,NPkVill,270393
422,8,1793,1990,1990,2010,1287.0,1252,541,2,1,2,5,3,630.0,10266,140,180,60,Crawfor,291555
423,4,900,1955,1955,2006,,479,421,3,1,4,8,1,253.0,1720,180,90,130,ClearCr,135281
424,7,1610,1910,1910,2007,1167.0,1040,570,2,1,3,5,2,432.0,11705,180,270,60,IDOTRR,238768
425,3,1103,1998,2013,2007,737.0,782,321,1,1,4,7,2,,12333,220,280,60,NWAmes,133657
426,7,1795,1904,1924,2008,1245.0,1182,613,2,0,4,8,2,432.0,2253,100,40,130,NridgHt,291028
427,7,1529,1913,1913,2009,949.0,944,585,2,1,3,7,2,469.0,15375,200,100,110,MeadowV,196182
428,9,1809,1946,1946,2006,1740.0,1242,567,2,0,3,6,1,231.0,8988,330,270,0,NPkVill,313737
429,6,1224,1997,1997,2008,931.0,967,257,1,1,3,7,1,268.0,8706,380,270,40,Mitchel,206847
430,4,934,1952,1962,2010,473.0,493,441,2,0,3,7,3,624.0,11180,60,80,100,BrDale,129448
431,5,1204,1905,1910,2009,613.0,742,462,3,0,3,5,2,476.0,9438,410,150,0,Blueste,154558
432,8,1773,1983,2003,2008,1749.0,1102,671,2,0,3,5,1,196.0,19845,430,250,120,Sawyer,277106
433,7,1732,1889,1889,2006,1057.0,1165,567,3,0,4,8,2,449.0,7458,260,260,160,Crawfor,234668
434,4,939,1946,1951,2007,847.0,512,427,2,1,3,6,3,632.0,17270,490,40,20,NWAmes,131924
435,4,1398,1884,1889,2010,739.0,773,625,1,0,4,6,2,448.0,8135,220,140,90,Veenker,146725
436,8,1645,1906,1916,2006,1580.0,963,682,2,0,3,7,2,414.0,10129,370,130,180,Edwards,268081
437,4,1095,1992,1992,2009,1026.0,861,234,2,0,3,6,2,444.0,18666,190,80,60,Mitchel,175746
438,8,1550,1894,1894,2009,1217.0,1116,434,1,1,4,7,2,416.0,14369,260,190,190,CollgCr,256837
439,8,1215,1984,1984,2007,612.0,848,367,2,0,3,5,1,242.0,18103,70,250,20,OldTown,217446
440,4,1276,1923,1938,2007,802.0,950,326,2,1,3,6,1,240.0,10719,360,40,110,Somerst,149252
441,4,1247,1905,1910,2010,877.0,671,576,1,0,4,7,2,459.0,9529,20,140,90,Blueste,112021
442,10,1943,1974,1989,2010,1418.0,1472,471,3,0,4,7,2,451.0,17772,10,80,110,SWISU,360268
443,6,1413,1963,1963,2007,916.0,958,455,2,0,3,6,2,506.0,18173,210,30,140,BrDale,191160
444,6,1503,1966,1971,2007,776.0,902,601,3,1,3,6,2,434.0,18263,50,200,50,NoRidge,283007
445,8,1387,1991,1991,2009,1102.0,1032,355,2,1,3,7,0,46.0,13665,380,200,180,StoneBr,306158
446,10,1894,2008,2013,2007,1443.0,1403,491,3,0,1,5,0,145.0,12543,390,30,40,CollgCr,371237
447,10,2158,1968,1968,2008,1384.0,1626,532,2,1,2,5,2,443.0,11070,350,190,190,Timber,399265
448,8,1449,1945,1955,2006,752.0,774,675,1,1,3,7,2,478.0,8386,430,260,10,Sawyer,233541
449,6,1458,2001,2016,2007,1454.0,1152,306,2,0,3,7,2,467.0,3458,230,200,180,IDOTRR,211547
450,4,828,1963,1988,2010,613.0,652,176,2,1,4,8,2,520.0,11819,110,270,180,OldTown,110650
451,8,1793,1995,2010,2008,1574.0,1088,705,2,0,4,7,2,407.0,3683,160,210,30,Blueste,289580
452,7,1542,1995,1995,2010,1119.0,801,741,2,1,3,5,2,403.0,5274,210,60,190,Blmngtn,253016
453,6,1076,1917,1922,2008,561.0,591,485,1,0,2,6,2,416.0,15772,180,140,40,Blmngtn,182979
454,9,2082,1989,1989,2007,1363.0,1661,421,2,0,3,5,1,255.0,2277,80,210,60,NPkVill,341294
455,4,953,1925,1935,2006,629.0,637,316,2,0,3,5,1,219.0,4066,110,160,30,Somerst,154522
456,7,1387,1904,1909,2010,1274.0,841,546,2,1,3,6,2,385.0,11595,310,170,100,Edwards,197960
457,2,840,1900,1925,2008,694.0,492,348,2,1,2,6,3,622.0,12453,300,60,20,NPkVill,70487
458,7,1779,2000,2005,2009,1134.0,1026,753,3,1,3,6,2,461.0,8904,160,290,40,Crawfor,277145
459,3,746,2001,2026,2007,733.0,521,225,2,0,4,7,3,622.0,1578,220,180,190,MeadowV,90607
460,4,1112,1949,1949,2006,734.0,695,417,2,0,4,7,2,484.0,3081,90,270,140,Timber,144317
461,4,1185,1992,1992,2007,1183.0,935,250,3,0,4,8,2,416.0,15566,290,90,170,StoneBr,231067
462,7,1688,1986,1986,2009,1684.0,1190,498,2,0,3,6,2,450.0,9467,180,260,150,Mitchel,252583
463,8,1735,1991,2011,2006,1033.0,1279,456,1,0,3,6,1,238.0,9339,250,120,150,Somerst,288453
464,7,1476,1987,2007,2009,968.0,867,609,1,1,2,5,1,255.0,3662,250,10,90,Crawfor,254710
465,10,1834,1926,1936,2007,1362.0,960,874,2,1,4,7,3,658.0,19369,100,210,0,MeadowV,307961
466,6,1417,1970,1990,2008,1179.0,915,502,1,0,3,5,2,497.0,15413,190,260,100,CollgCr,220568
467,6,1185,1897,1897,2007,905.0,704,481,2,1,3,5,0,70.0,2464,440,190,160,Gilbert,189132
468,9,1265,1983,1998,2007,1245.0,709,556,1,1,2,5,0,37.0,12239,30,270,140,NPkVill,250815
469,5,1337,1919,1944,2007,1152.0,1050,287,1,1,3,6,3,668.0,4173,460,100,60,Somerst,194888
470,10,2180,1968,1973,2010,1321.0,1380,800,2,1,2,6,3,672.0,6793,110,40,50,Blmngtn,394091
471,2,400,1940,1940,2009,221.0,220,180,3,1,2,4,2,511.0,3218,240,50,140,BrkSide,54703
472,10,1798,1884,1889,2009,1517.0,1006,792,2,1,3,6,1,245.0,12124,90,20,140,SWISU,312800
473,3,1073,2001,2006,2009,621.0,626,447,3,0,3,6,2,447.0,2728,210,0,60,SWISU,133789
474,9,2261,1934,1934,2010,2020.0,1808,453,3,0,2,4,2,489.0,12102,60,20,20,Gilbert,362442
475,7,1554,1916,1931,2008,1018.0,901,653,1,1,2,5,2,390.0,3340,230,20,130,SawyerW,234938
476,10,1854,1935,1935,2007,1230.0,1109,745,2,0,4,6,2,443.0,18381,10,210,80,NPkVill,333625
477,4,1063,1981,2001,2008,537.0,741,322,2,0,3,7,2,470.0,18420,310,30,20,Blmngtn,166731
478,7,1824,1972,1977,2010,1551.0,1072,752,2,0,3,6,2,481.0,8624,200,60,50,NoRidge,334910
479,10,1870,1952,1977,2009,1040.0,1056,814,2,1,3,6,3,583.0,10856,60,280,190,Blmngtn,339118
480,7,1390,1938,1938,2007,1232.0,761,629,3,1,5,7,2,409.0,19855,70,140,80,Blmngtn,250398
481,7,1453,1881,1906,2006,1083.0,862,591,1,0,2,5,2,375.0,9087,370,100,0,BrkSide,219107
482,8,1509,1983,1988,2006,1346.0,802,707,1,0,2,5,2,476.0,5027,200,170,80,CollgCr,268775
483,7,1574,1930,1945,2008,1246.0,795,779,2,1,3,6,2,456.0,1799,70,110,110,Mitchel,254147
484,7,1874,1909,1934,2009,1014.0,1389,485,2,0,2,4,2,492.0,14090,240,30,30,Mitchel,261443
485,7,1614,1890,1890,2006,1424.0,873,741,1,0,3,5,2,450.0,5463,270,230,150,NWAmes,244425
486,9,1799,1987,1987,2008,962.0,1318,481,2,1,3,6,2,517.0,6187,270,100,40,ClearCr,307383
487,3,891,1955,1960,2010,658.0,658,233,1,0,5,8,1,221.0,5671,300,50,160,Timber,141802
