Id,OverallQual,GrLivArea,YearBuilt,YearRemodAdd,YrSold,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,SalePrice,TotalSF,TotalBath,HouseAge,Remodeled,HasGarage,TotalPorch,Qual_Area,Qual_TotalSF,SalePrice_Log,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
177,8,1566,1972,1972,2009,1515.0,849,717,2,1,3,6,0,0.0,10123,30,270,0,266317,3081.0,2.5,37,0,0,300,12528,24648.0,12.492446362458017,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
178,6,1598,1991,2011,2007,1276.0,1090,508,2,0,3,5,2,435.0,5994,110,70,30,234190,2874.0,2.0,16,1,1,210,9588,17244.0,12.363892300713928,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
179,10,1965,1998,2018,2007,1777.0,1088,877,2,0,3,5,2,393.0,2779,260,180,180,347089,3742.0,2.0,9,1,1,620,19650,37420.0,12.757339391293687,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
180,5,1098,1938,1938,2006,988.0,623,475,2,1,4,6,3,661.0,8038,160,280,0,180989,2086.0,2.5,68,0,1,440,5490,10430.0,12.106197060102916,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,6,1507,1922,1932,2010,1455.0,764,743,2,1,4,7,2,428.0,3721,190,90,150,208848,2962.0,2.5,88,1,1,430,9042,17772.0,12.24936678178841,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,4,920,1891,1911,2006,814.0,659,261,2,1,3,6,2,446.0,6664,300,210,180,124550,1734.0,2.5,115,1,1,690,3680,6936.0,11.73247054956215,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,9,1855,1919,1939,2007,1620.0,1378,477,2,1,3,5,3,654.0,2354,250,40,190,320035,3475.0,2.5,88,1,1,480,16695,31275.0,12.67618876844826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
184,9,1848,1997,2002,2007,1140.0,1365,483,2,0,4,8,3,666.0,4712,300,40,170,315271,2988.0,2.0,10,1,1,510,16632,26892.0,12.661191037276463,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,6,1617,1899,1899,2010,856.0,870,747,2,0,2,5,2,476.0,15885,340,40,10,191448,2473.0,2.0,111,0,1,390,9702,14838.0,12.162376733595899,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,8,1794,1969,1969,2009,1361.0,1383,411,2,0,4,7,2,485.0,14030,80,80,50,337524,3155.0,2.0,40,0,1,210,14352,25240.0,12.729394860625447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
187,8,1694,1973,1973,2009,952.0,1188,506,2,0,2,5,1,289.0,4840,40,280,0,268675,2646.0,2.0,36,0,1,320,13552,21168.0,12.501261471671349,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,7,1713,1892,1912,2010,1680.0,1317,396,3,1,3,6,0,53.0,11311,470,220,180,214756,3393.0,3.5,118,1,1,870,11991,23751.0,12.277262435357171,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,7,1828,1945,1950,2010,1178.0,1159,669,2,1,3,7,2,399.0,1775,70,270,40,285150,3006.0,2.5,65,1,1,380,12796,21042.0,12.560774143504714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
190,5,1361,1916,1926,2006,1260.0,858,503,2,0,3,6,1,231.0,13795,200,80,10,162248,2621.0,2.0,90,1,1,290,6805,13105.0,11.996887471219146,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,4,1102,1945,1965,2010,764.0,810,292,2,0,3,6,2,492.0,2214,150,140,0,123671,1866.0,2.0,65,1,1,290,4408,7464.0,11.72538817867617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
192,9,1587,1915,1940,2009,1049.0,837,750,2,0,3,6,0,54.0,7554,150,80,150,297054,2636.0,2.0,94,1,1,380,14283,23724.0,12.601672585825362,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
193,9,1636,1905,1905,2010,1582.0,1073,563,2,1,4,8,2,515.0,2309,170,280,10,290070,3218.0,2.5,105,0,1,460,14724,28962.0,12.577880999583481,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
194,7,1488,1954,1954,2006,1014.0,1117,371,3,0,3,5,2,438.0,14715,460,130,30,237241,2502.0,3.0,52,0,1,620,10416,17514.0,12.3768359961987,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,6,1278,1987,1997,2006,888.0,957,321,1,0,4,7,1,319.0,10553,270,50,20,217167,2166.0,1.0,19,1,1,340,7668,12996.0,12.288426526537746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
196,6,1362,1922,1932,2006,753.0,1071,291,1,0,2,4,2,449.0,1536,170,290,160,168368,2115.0,1.0,84,1,1,620,8172,12690.0,12.033913278333857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
197,8,1711,1887,1887,2006,1429.0,1213,498,1,0,4,7,2,437.0,11773,130,210,140,237179,3140.0,1.0,119,0,1,480,13688,25120.0,12.376574625518787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
198,9,1955,1908,1928,2008,1107.0,1099,856,2,1,2,4,2,428.0,13999,470,190,90,326454,3062.0,2.5,100,1,1,750,17595,27558.0,12.696047392778693,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,9,1835,1919,1919,2010,1454.0,928,907,3,0,3,7,2,469.0,12903,360,70,110,363464,3289.0,3.0,91,0,1,540,16515,29601.0,12.803438285212616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
200,8,1797,2007,2007,2007,1429.0,1156,641,1,0,2,6,2,407.0,16537,390,290,110,301251,3226.0,1.0,0,0,1,790,14376,25808.0,12.615702402769113,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
201,7,1562,1963,1988,2010,1342.0,1021,541,2,0,3,6,1,233.0,15517,150,10,190,225036,2904.0,2.0,47,1,1,350,10934,20328.0,12.324020112111496,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
202,4,704,1995,2015,2008,614.0,402,302,2,0,4,7,1,248.0,18865,200,40,60,86788,1318.0,2.0,13,1,1,300,2816,5272.0,11.371235164507157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,5,1062,1941,1956,2006,804.0,570,492,2,1,3,6,0,0.0,16196,0,160,90,168612,1866.0,2.5,65,1,0,250,5310,9330.0,12.035361427152736,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,9,1821,1886,1906,2008,1211.0,1230,591,2,0,3,6,2,447.0,7947,100,90,40,327492,3032.0,2.0,122,1,1,230,16389,27288.0,12.699221959783214,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,7,1308,1924,1949,2009,1201.0,953,355,2,0,4,7,2,501.0,14083,100,130,190,187026,2509.0,2.0,85,1,1,420,9156,17563.0,12.139008270440947,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,1,769,1967,1982,2009,503.0,613,156,1,1,3,5,1,262.0,1651,10,170,190,88086,1272.0,1.5,42,1,1,370,769,1272.0,11.38608024144491,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,4,1406,1952,1962,2010,1059.0,1022,384,2,0,4,8,2,430.0,15757,310,0,100,237676,2465.0,2.0,58,1,1,410,5624,9860.0,12.37866788804404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
208,8,1943,1916,1916,2010,1361.0,1434,509,1,1,3,6,2,435.0,12986,180,210,10,275532,3304.0,1.5,94,0,1,400,15544,26432.0,12.526462682615946,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,1,607,1998,1998,2007,563.0,415,192,2,0,4,8,3,660.0,15007,40,10,150,78464,1170.0,2.0,9,0,1,200,607,1170.0,11.27040794447282,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,5,1548,1936,1956,2007,1108.0,1231,317,2,0,3,5,2,434.0,11014,20,270,110,240866,2656.0,2.0,71,1,1,400,7740,13280.0,12.392000192918113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
211,7,1579,1887,1887,2009,1094.0,1092,487,1,1,5,8,2,464.0,7148,270,30,150,228299,2673.0,1.5,122,0,1,450,11053,18711.0,12.338415832517887,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,8,1632,1974,1994,2006,1378.0,1237,395,1,1,3,5,2,433.0,3011,250,120,30,308093,3010.0,1.5,32,1,1,400,13056,24080.0,12.638160210198444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
213,8,1577,1996,2006,2008,1263.0,1235,342,2,1,3,7,3,619.0,18115,220,150,10,272742,2840.0,2.5,12,1,1,380,12616,22720.0,12.516285238838021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,5,1189,1989,1989,2007,658.0,926,263,2,0,2,5,3,685.0,9249,290,40,90,170707,1847.0,2.0,18,0,1,420,5945,9235.0,12.047709773530876,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,8,1622,1899,1899,2007,1223.0,996,626,2,0,3,7,2,471.0,2071,70,220,120,231366,2845.0,2.0,108,0,1,410,12976,22760.0,12.351760473373123,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,5,1284,2003,2003,2006,1114.0,672,612,1,0,2,6,2,393.0,19086,350,90,180,180432,2398.0,1.0,3,0,1,620,6420,11990.0,12.103114796710857,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
217,6,1432,1932,1932,2006,1426.0,789,643,1,0,3,6,2,439.0,13732,280,160,140,208323,2858.0,1.0,74,0,1,580,8592,17148.0,12.24684983904688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
218,8,1700,1998,2018,2010,1384.0,880,820,2,1,3,6,2,481.0,11262,120,270,0,303236,3084.0,2.5,12,1,1,390,13600,24672.0,12.622269956967365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
219,7,1637,1891,1911,2008,1121.0,870,767,1,0,4,8,2,445.0,14717,240,100,160,235809,2758.0,1.0,117,1,1,500,11459,19306.0,12.370781675007214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
220,9,2088,1896,1896,2006,1280.0,1159,929,3,0,2,5,2,432.0,10731,210,40,190,308825,3368.0,3.0,110,0,1,440,18792,30312.0,12.64053329047959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
221,8,1889,1943,1943,2007,1768.0,1137,752,1,1,4,7,3,642.0,8109,450,140,30,312222,3657.0,1.5,64,0,1,620,15112,29256.0,12.651472955073809,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
222,7,1253,1921,1946,2007,1136.0,830,423,2,0,2,5,2,453.0,16129,320,30,190,195943,2389.0,2.0,86,1,1,540,8771,16723.0,12.185584183102836,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,4,589,1973,1993,2009,363.0,420,169,1,1,3,7,2,444.0,13773,360,60,80,89861,952.0,1.5,36,1,1,500,2356,3808.0,11.406030439220451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
224,6,1586,1890,1890,2006,952.0,893,693,1,0,4,7,2,447.0,18054,60,290,50,229273,2538.0,1.0,116,0,1,400,9516,15228.0,12.342673073843105,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,6,1126,1977,1977,2010,965.0,790,336,2,0,4,8,2,445.0,6651,220,90,20,242106,2091.0,2.0,33,0,1,330,6756,12546.0,12.397135056180193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
226,5,1205,1950,1970,2008,792.0,857,348,2,1,3,5,2,420.0,7906,50,220,10,169694,1997.0,2.5,58,1,1,280,6025,9985.0,12.041757987028676,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
227,10,1765,1987,1987,2010,1152.0,1178,587,1,0,2,5,2,419.0,15794,140,230,170,307097,2917.0,1.0,23,0,1,540,17650,29170.0,12.634922193871073,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,6,1039,1937,1937,2007,598.0,801,238,1,0,3,5,2,417.0,16393,140,30,180,159715,1637.0,1.0,70,0,1,350,6234,9822.0,11.98115251703686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
229,9,1958,1913,1923,2010,1237.0,1044,914,1,1,3,5,2,452.0,1688,390,190,60,317871,3195.0,1.5,97,1,1,640,17622,28755.0,12.669404065007845,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
230,7,1701,1899,1914,2007,1214.0,940,761,2,1,3,7,3,667.0,14573,330,250,20,232977,2915.0,2.5,108,1,1,600,11907,20405.0,12.358699307489074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
231,8,1584,1929,1934,2007,1372.0,995,589,2,1,3,7,1,221.0,8645,130,40,170,246483,2956.0,2.5,78,1,1,340,12672,23648.0,12.41505236163611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
232,7,1031,1981,2006,2007,688.0,554,477,1,1,3,7,2,404.0,7427,280,40,190,228299,1719.0,1.5,26,1,1,510,7217,12033.0,12.338415832517887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
233,7,1440,1931,1946,2007,956.0,964,476,2,0,2,6,1,223.0,2099,150,100,190,197306,2396.0,2.0,76,1,1,440,10080,16772.0,12.192516170347385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
234,7,1628,1894,1914,2007,1045.0,1008,620,2,1,4,7,3,692.0,14633,280,180,180,226721,2673.0,2.5,113,1,1,640,11396,18711.0,12.331479876339374,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,5,954,1963,1963,2009,705.0,558,396,2,1,4,6,2,440.0,13709,220,40,80,154438,1659.0,2.5,46,0,1,340,4770,8295.0,11.947554475350735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
236,8,1736,1916,1936,2010,1024.0,956,780,3,0,2,5,2,443.0,13024,90,200,150,272154,2760.0,3.0,94,1,1,440,13888,22080.0,12.51412703591478,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,6,1396,2005,2005,2009,1036.0,838,558,2,1,3,7,1,226.0,15817,460,70,50,209558,2432.0,2.5,4,0,1,580,8376,14592.0,12.252760601607736,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
238,2,915,1919,1919,2009,779.0,624,291,1,0,2,4,2,467.0,10645,30,60,110,143295,1694.0,1.0,90,0,1,200,1830,3388.0,11.872667699958427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
239,7,1573,1951,1966,2006,809.0,1058,515,1,0,4,8,3,646.0,15857,110,70,50,223443,2382.0,1.0,55,1,1,230,11011,16674.0,12.316916102356423,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,5,1055,1919,1924,2006,532.0,579,476,2,1,3,6,1,228.0,11317,410,120,120,147078,1587.0,2.5,87,1,1,650,5275,7935.0,11.898725136371153,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
241,10,2239,1935,1945,2006,1203.0,1203,1036,3,0,2,6,2,419.0,3370,330,40,40,340263,3442.0,3.0,71,1,1,410,22390,34420.0,12.737477065883247,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,10,1968,1983,1998,2008,1511.0,999,969,2,0,2,5,1,261.0,19908,30,270,120,364153,3479.0,2.0,25,1,1,420,19680,34790.0,12.805332134070149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
243,9,1844,1989,1994,2006,1709.0,928,916,2,0,2,5,2,457.0,14021,190,260,190,278843,3553.0,2.0,17,1,1,640,16596,31977.0,12.538407764641613,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,6,1213,1972,1972,2010,609.0,926,287,2,1,3,7,2,412.0,6953,270,170,60,198407,1822.0,2.5,38,0,1,500,7278,10932.0,12.198080795600621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
245,2,711,1973,1973,2009,688.0,365,346,2,0,4,8,2,486.0,3327,270,230,110,98557,1399.0,2.0,36,0,1,610,1422,2798.0,11.498400486353665,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
246,9,1673,1935,1935,2010,925.0,1203,470,1,0,2,5,2,430.0,18423,50,80,30,282842,2598.0,1.0,75,0,1,160,15057,23382.0,12.552647252365363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
247,6,1365,1939,1939,2006,1257.0,1039,326,2,1,3,7,2,383.0,17725,130,10,40,207027,2622.0,2.5,67,0,1,180,8190,15732.0,12.24060932880041,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
248,10,2342,1918,1938,2008,1736.0,1239,1103,1,1,3,7,2,495.0,8702,340,150,150,332430,4078.0,1.5,90,1,1,640,23420,40780.0,12.714187598746049,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,10,1725,1907,1927,2008,1431.0,1088,637,1,0,3,5,2,446.0,5938,460,130,30,302164,3156.0,1.0,101,1,1,620,17250,31560.0,12.61872850477392,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,9,1527,1928,1928,2009,1153.0,1204,323,2,1,3,5,0,63.0,13639,0,160,70,299298,2680.0,2.5,81,0,1,230,13743,24120.0,12.609198352705906,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
251,6,1694,2004,2004,2010,1251.0,1270,424,1,1,3,6,2,500.0,12718,180,270,150,217430,2945.0,1.5,6,0,1,600,10164,17670.0,12.289636837799874,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252,6,1358,1892,1917,2007,1245.0,878,480,1,1,3,6,2,419.0,14424,0,50,70,179813,2603.0,1.5,115,1,1,120,8148,15618.0,12.09967826228205,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
253,9,1716,1915,1920,2010,1107.0,1250,466,1,0,5,9,1,264.0,8216,120,20,160,309393,2823.0,1.0,95,1,1,300,15444,25407.0,12.642370824560734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
254,6,1607,1980,2005,2006,1191.0,1205,402,2,1,4,6,1,285.0,17588,70,160,130,227274,2798.0,2.5,26,1,1,360,9642,16788.0,12.33391601699006,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
255,5,1128,1905,1930,2007,626.0,681,447,2,0,3,6,0,0.0,8318,170,120,110,129962,1754.0,2.0,102,1,0,400,5640,8770.0,11.77500507354246,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
256,7,1915,1965,1965,2008,1107.0,1470,445,1,0,4,7,3,693.0,5786,340,50,20,260500,3022.0,1.0,43,0,1,410,13405,21154.0,12.470361978939783,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
257,10,2135,1883,1908,2009,1923.0,1368,767,2,0,5,8,2,407.0,6239,220,270,190,375129,4058.0,2.0,126,1,1,680,21350,40580.0,12.83502791154421,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
258,8,1602,1961,1981,2009,1225.0,1054,548,1,1,2,5,2,447.0,3589,490,70,10,258838,2827.0,1.5,48,1,1,570,12816,22616.0,12.463961525773229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
259,7,1981,2006,2021,2008,1467.0,1584,397,2,0,1,4,2,417.0,7105,250,240,120,305909,3448.0,2.0,2,1,1,610,13867,24136.0,12.63104622002638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
260,4,978,1967,1967,2006,821.0,736,242,2,0,2,4,2,470.0,8322,400,280,100,153860,1799.0,2.0,39,0,1,780,3912,7196.0,11.943804876406857,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,7,1698,2006,2011,2008,1578.0,1033,665,2,1,3,6,2,421.0,4821,370,50,110,319021,3276.0,2.5,2,1,1,530,11886,22932.0,12.673015344906212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
262,10,2059,1999,1999,2006,1676.0,1035,1024,2,1,4,8,2,431.0,13273,190,270,170,362838,3735.0,2.5,7,0,1,630,20590,37350.0,12.801714488689365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
263,5,1510,1901,1926,2007,1330.0,1038,472,3,1,3,6,2,423.0,2716,10,150,80,197928,2840.0,3.5,106,1,1,240,7550,14200.0,12.195663659510803,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
264,7,1862,2009,2024,2008,1643.0,1324,538,3,0,3,6,3,613.0,6385,250,50,60,347558,3505.0,3.0,-1,1,1,360,13034,24535.0,12.758689713747945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
265,9,1856,1910,1910,2006,1258.0,1290,566,2,0,3,6,2,426.0,13670,350,160,50,288363,3114.0,2.0,96,0,1,560,16704,28026.0,12.571978849971758,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
266,8,1549,1998,1998,2007,986.0,1224,325,2,1,2,5,1,248.0,10433,240,200,130,252275,2535.0,2.5,9,0,1,570,12392,20280.0,12.438279005253126,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
267,8,1791,1890,1890,2008,1612.0,1359,432,2,0,3,6,2,0.0,11406,290,20,170,287983,3403.0,2.0,118,0,0,480,14328,27224.0,12.57066020201926,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
268,8,1564,1925,1925,2009,1076.0,992,572,2,1,1,5,2,443.0,13736,170,220,130,271905,2640.0,2.5,84,0,1,520,12512,21120.0,12.513211697313464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
269,6,1802,1975,1995,2008,1714.0,934,868,1,0,2,4,3,630.0,4297,60,110,40,272276,3516.0,1.0,33,1,1,210,10812,21096.0,12.514575209431554,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
270,6,1427,1889,1894,2010,763.0,917,510,1,1,4,8,2,439.0,2318,260,240,190,189101,2190.0,1.5,121,1,1,690,8562,13140.0,12.150041831005215,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
271,8,1626,2007,2007,2008,860.0,1149,477,2,0,4,6,2,402.0,9934,100,280,120,277306,2486.0,2.0,1,0,1,500,13008,19888.0,12.53288047470394,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
272,8,1736,1978,1998,2010,1672.0,1184,552,2,0,4,8,2,429.0,9426,360,260,0,276792,3408.0,2.0,32,1,1,620,13888,27264.0,12.531025213388538,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
273,9,1580,1991,2001,2007,1302.0,1045,535,3,1,4,8,2,443.0,14217,70,50,110,312935,2882.0,3.5,16,1,1,230,14220,25938.0,12.653753975771417,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
274,9,1655,1939,1959,2008,1141.0,1060,595,1,0,4,7,2,458.0,13569,100,200,180,322220,2796.0,1.0,69,1,1,480,14895,25164.0,12.682992924509842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
275,7,1790,1966,1966,2007,1570.0,1052,738,1,0,3,5,3,655.0,1512,230,60,90,276083,3360.0,1.0,41,0,1,380,12530,23520.0,12.528460446220969,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276,7,1418,1944,1964,2007,1185.0,826,592,2,1,3,6,2,413.0,7394,290,100,40,219165,2603.0,2.5,63,1,1,430,9926,18221.0,12.297584712536226,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
277,8,1490,1936,1941,2006,1140.0,968,522,2,0,3,6,2,462.0,8892,290,80,190,246353,2630.0,2.0,70,1,1,560,11920,21040.0,12.414524804901381,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
278,7,1657,1985,2000,2007,910.0,908,749,1,0,3,7,3,653.0,17602,140,150,50,263570,2567.0,1.0,22,1,1,340,11599,17969.0,12.48207806038387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
